Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,5387.500000,5425.000000,5375.000000,5412.500000,4291.285645,42273400
2015-01-05,5425.000000,5425.000000,5375.000000,5400.000000,4281.375000,16681600
2015-01-06,5375.000000,5412.500000,5337.500000,5362.500000,4251.643555,29300000
2015-01-07,5375.000000,5425.000000,5362.500000,5425.000000,4301.195313,25122200
2015-01-08,5450.000000,5487.500000,5437.500000,5475.000000,4340.839355,31824800
2015-01-09,5500.000000,5612.500000,5475.000000,5562.500000,4410.212402,85412400
2015-01-12,5512.500000,5562.500000,5412.500000,5412.500000,4291.285645,26563400
2015-01-13,5437.500000,5437.500000,5312.500000,5375.000000,4261.554199,40180400
2015-01-14,5412.500000,5500.000000,5362.500000,5362.500000,4251.643555,29776400
2015-01-15,5450.000000,5475.000000,5375.000000,5450.000000,4321.017578,51344800
2015-01-16,5375.000000,5437.500000,5350.000000,5350.000000,4241.732910,47734600
2015-01-19,5325.000000,5450.000000,5325.000000,5362.500000,4251.643555,50003000
2015-01-20,5337.500000,5375.000000,5300.000000,5375.000000,4261.554199,73495200
2015-01-21,5375.000000,5487.500000,5325.000000,5487.500000,4350.749023,37474000
2015-01-22,5487.500000,5512.500000,5437.500000,5500.000000,4360.659668,35632800
2015-01-23,5537.500000,5687.500000,5537.500000,5687.500000,4509.318848,67392800
2015-01-26,5575.000000,5600.000000,5450.000000,5550.000000,4400.302246,75416400
2015-01-27,5500.000000,5562.500000,5500.000000,5537.500000,4390.391602,34670000
2015-01-28,5575.000000,5587.500000,5487.500000,5487.500000,4350.749023,32345800
2015-01-29,5475.000000,5512.500000,5462.500000,5487.500000,4350.749023,24263200
2015-01-30,5562.500000,5625.000000,5500.000000,5500.000000,4360.659668,49097600
2015-02-02,5500.000000,5650.000000,5475.000000,5625.000000,4459.766113,53836200
2015-02-03,5675.000000,5687.500000,5637.500000,5675.000000,4499.407715,39798800
2015-02-04,5700.000000,5725.000000,5600.000000,5687.500000,4509.318848,67902000
2015-02-05,5662.500000,5675.000000,5612.500000,5625.000000,4459.766113,55635600
2015-02-06,5675.000000,5737.500000,5650.000000,5675.000000,4499.407715,53626800
2015-02-09,5700.000000,5912.500000,5700.000000,5850.000000,4638.156250,64418000
2015-02-10,5800.000000,5850.000000,5775.000000,5812.500000,4608.424316,39897000
2015-02-11,5912.500000,5962.500000,5850.000000,5875.000000,4657.977539,61743800
2015-02-12,5962.500000,5987.500000,5875.000000,5887.500000,4667.887695,49420800
2015-02-13,5937.500000,5975.000000,5925.000000,5950.000000,4717.441406,42330400
2015-02-16,5950.000000,5975.000000,5875.000000,5887.500000,4667.887695,42858400
2015-02-17,5887.500000,5925.000000,5825.000000,5850.000000,4638.156250,14266400
2015-02-18,6000.000000,6150.000000,5937.500000,5962.500000,4727.352051,83619000
2015-02-20,5987.500000,6100.000000,5987.500000,6037.500000,4786.815430,37494800
2015-02-23,5950.000000,6025.000000,5912.500000,5937.500000,4707.530273,59217000
2015-02-24,5900.000000,5975.000000,5887.500000,5937.500000,4707.530273,40811400
2015-02-25,5950.000000,5962.500000,5925.000000,5950.000000,4717.441406,31479400
2015-02-26,5900.000000,5950.000000,5900.000000,5937.500000,4707.530273,38164400
2015-02-27,5950.000000,6037.500000,5900.000000,6000.000000,4757.083984,42734000
2015-03-02,5950.000000,6012.500000,5950.000000,6000.000000,4757.083984,48425800
2015-03-03,6050.000000,6050.000000,5950.000000,5950.000000,4717.441406,28841200
2015-03-04,5937.500000,5975.000000,5912.500000,5925.000000,4697.619629,23613000
2015-03-05,5912.500000,5987.500000,5900.000000,5912.500000,4687.709473,33806400
2015-03-06,5950.000000,6050.000000,5925.000000,6050.000000,4796.725098,38944200
2015-03-09,6000.000000,6012.500000,5875.000000,5900.000000,4677.798828,52523000
2015-03-10,5912.500000,6037.500000,5875.000000,6012.500000,4766.994141,34836400
2015-03-11,5950.000000,6012.500000,5925.000000,5937.500000,4707.530273,49192200
2015-03-12,5925.000000,6012.500000,5925.000000,5950.000000,4717.441406,22548200
2015-03-13,5987.500000,6025.000000,5900.000000,5950.000000,4717.441406,34045000
2015-03-16,5950.000000,6037.500000,5925.000000,6000.000000,4757.083984,27144000
2015-03-17,6025.000000,6037.500000,5962.500000,5987.500000,4747.172852,25842400
2015-03-18,5925.000000,6000.000000,5925.000000,5975.000000,4737.262207,27186200
2015-03-19,6050.000000,6100.000000,6000.000000,6100.000000,4836.368164,37214200
2015-03-20,6050.000000,6150.000000,6037.500000,6100.000000,4836.368164,41523000
2015-03-23,6137.500000,6137.500000,6087.500000,6087.500000,4826.457520,18412800
2015-03-24,6075.000000,6112.500000,6025.000000,6037.500000,4872.015625,29617200
2015-03-25,6025.000000,6087.500000,6000.000000,6012.500000,4851.841797,29704800
2015-03-26,6012.500000,6075.000000,5975.000000,6025.000000,4861.928711,24745800
2015-03-27,5950.000000,6012.500000,5925.000000,5975.000000,4821.580566,30227800
2015-03-30,6025.000000,6150.000000,6000.000000,6050.000000,4882.102051,37911400
2015-03-31,6162.500000,6237.500000,6125.000000,6237.500000,5033.407715,41728000
2015-04-01,6237.500000,6275.000000,6050.000000,6137.500000,4952.711426,55345000
2015-04-02,6175.000000,6187.500000,6012.500000,6137.500000,4952.711426,28368800
2015-04-06,6150.000000,6162.500000,6050.000000,6087.500000,4912.363281,32152200
2015-04-07,6100.000000,6100.000000,6037.500000,6087.500000,4912.363281,47828800
2015-04-08,6100.000000,6100.000000,5987.500000,6037.500000,4872.015625,56715400
2015-04-09,6037.500000,6037.500000,5975.000000,6000.000000,4841.754883,31330400
2015-04-10,6012.500000,6025.000000,5987.500000,6000.000000,4841.754883,26395400
2015-04-13,6025.000000,6025.000000,5975.000000,6025.000000,4861.928711,40143200
2015-04-14,5950.000000,6000.000000,5887.500000,5925.000000,4781.232422,52074400
2015-04-15,5950.000000,6025.000000,5912.500000,6025.000000,4861.928711,23970200
2015-04-16,6050.000000,6050.000000,5987.500000,6000.000000,4841.754883,27783400
2015-04-17,6037.500000,6037.500000,5962.500000,6000.000000,4841.754883,20375600
2015-04-20,6000.000000,6037.500000,5950.000000,6037.500000,4872.015625,22244400
2015-04-21,6050.000000,6075.000000,6025.000000,6075.000000,4902.276367,34654600
2015-04-22,6075.000000,6075.000000,6012.500000,6012.500000,4851.841797,22375200
2015-04-23,5987.500000,6025.000000,5975.000000,6000.000000,4841.754883,32078600
2015-04-24,6012.500000,6037.500000,5950.000000,5950.000000,4801.407227,26768200
2015-04-27,5900.000000,5900.000000,5550.000000,5625.000000,4539.145020,154415400
2015-04-28,5450.000000,5487.500000,5325.000000,5450.000000,4397.927246,139934000
2015-04-29,5450.000000,5475.000000,5175.000000,5275.000000,4256.709473,158261600
2015-04-30,5287.500000,5400.000000,5237.500000,5375.000000,4337.405762,97794800
2015-05-04,5387.500000,5650.000000,5350.000000,5587.500000,4508.883789,94828800
2015-05-05,5600.000000,5687.500000,5562.500000,5612.500000,4529.057617,76758200
2015-05-06,5512.500000,5700.000000,5512.500000,5700.000000,4599.666992,64014600
2015-05-07,5562.500000,5675.000000,5525.000000,5587.500000,4508.883789,55562000
2015-05-08,5662.500000,5675.000000,5562.500000,5587.500000,4508.883789,25627400
2015-05-11,5587.500000,5650.000000,5562.500000,5562.500000,4488.709473,17177400
2015-05-12,5587.500000,5675.000000,5562.500000,5637.500000,4549.231934,48095600
2015-05-13,5575.000000,5650.000000,5575.000000,5625.000000,4539.145020,69074200
2015-05-15,5600.000000,5612.500000,5462.500000,5475.000000,4418.101563,51253800
2015-05-18,5475.000000,5575.000000,5475.000000,5550.000000,4478.623047,53461000
2015-05-19,5550.000000,5612.500000,5525.000000,5600.000000,4518.970703,33096000
2015-05-20,5650.000000,5675.000000,5587.500000,5637.500000,4549.231934,37371600
2015-05-21,5675.000000,5825.000000,5625.000000,5812.500000,4690.449707,60450800
2015-05-22,5850.000000,5862.500000,5675.000000,5712.500000,4609.753418,41576000
2015-05-25,5625.000000,5650.000000,5562.500000,5575.000000,4498.796875,50011800
2015-05-26,5575.000000,5650.000000,5562.500000,5562.500000,4488.709473,44223000
2015-05-27,5500.000000,5600.000000,5500.000000,5500.000000,4438.274902,49311000
2015-05-28,5512.500000,5550.000000,5375.000000,5400.000000,4357.579102,80275800
2015-05-29,5375.000000,5412.500000,5362.500000,5387.500000,4347.491699,79205800
2015-06-01,5400.000000,5412.500000,5300.000000,5350.000000,4317.231445,58122600
2015-06-03,5312.500000,5350.000000,5225.000000,5275.000000,4256.709473,72964200
2015-06-04,5262.500000,5300.000000,5200.000000,5262.500000,4246.622070,50095200
2015-06-05,5262.500000,5337.500000,5225.000000,5337.500000,4307.144531,33965400
2015-06-08,5287.500000,5312.500000,5125.000000,5150.000000,4155.839355,48959000
2015-06-09,5050.000000,5050.000000,4850.000000,4975.000000,4014.621582,98202600
2015-06-10,4975.000000,5037.500000,4862.500000,4937.500000,3984.360596,55307800
2015-06-11,4975.000000,5000.000000,4812.500000,4837.500000,3903.665039,53028600
2015-06-12,4850.000000,4987.500000,4837.500000,4950.000000,3994.447754,54092000
2015-06-15,4900.000000,4925.000000,4712.500000,4712.500000,3802.794678,46010000
2015-06-16,4750.000000,4837.500000,4675.000000,4775.000000,3853.229492,46701400
2015-06-17,4825.000000,4975.000000,4825.000000,4912.500000,3964.186768,85354400
2015-06-18,4950.000000,4987.500000,4825.000000,4837.500000,3903.665039,58094600
2015-06-19,4950.000000,5025.000000,4925.000000,5000.000000,4034.795898,69730200
2015-06-22,5037.500000,5050.000000,4962.500000,4987.500000,4024.708496,25706000
2015-06-23,5000.000000,5037.500000,4937.500000,5025.000000,4054.969238,57669000
2015-06-24,5050.000000,5125.000000,4912.500000,4950.000000,3994.447754,68400000
2015-06-25,4975.000000,5087.500000,4937.500000,5000.000000,4034.795898,63653200
2015-06-26,5037.500000,5075.000000,4962.500000,5050.000000,4075.143555,21494000
2015-06-29,4975.000000,5025.000000,4950.000000,5012.500000,4044.882324,25836800
