var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var1(t)
0.31218818,0.32287952,0.2982456,0.3326118,0.23626566,0.3371347
0.3371347,0.31931576,0.31652045,0.35064936,0.26061958,0.3300071
0.3300071,0.3371347,0.3128655,0.36147183,0.25366122,0.32287952
0.32287952,0.32644334,0.30555552,0.35064936,0.24670297,0.32644334
0.32644334,0.32644334,0.30555552,0.35425687,0.25018203,0.35495368
0.35495368,0.33357093,0.33845025,0.36507934,0.27801502,0.383464
0.383464,0.36564508,0.3603801,0.3975469,0.30584818,0.37633643
0.37633643,0.383464,0.36403507,0.4011544,0.29888994,0.36208126
0.36208126,0.37990025,0.375,0.39033186,0.28497338,0.3513899
0.3513899,0.36920884,0.34576023,0.3831169,0.274536,0.3513899
0.3513899,0.35495368,0.3347953,0.3795094,0.274536,0.35495368
0.35495368,0.3513899,0.33114034,0.36147183,0.27801502,0.37633643
0.37633643,0.35495368,0.34941518,0.38672435,0.29888994,0.38702783
0.38702783,0.37990025,0.37134498,0.40836942,0.3093272,0.383464
0.383464,0.38702783,0.375,0.41197687,0.30584818,0.37277266
0.37277266,0.36920884,0.34941518,0.38672435,0.29541063,0.37633643
0.37633643,0.3585175,0.35307014,0.3831169,0.29888994,0.37990025
0.37990025,0.37277266,0.35672516,0.4011544,0.302369,0.383464
0.383464,0.37990025,0.35672516,0.4011544,0.30584818,0.37990025
0.37990025,0.383464,0.35672516,0.4047619,0.302369,0.37633643
0.37633643,0.37990025,0.35307014,0.3975469,0.29888994,0.37990025
0.37990025,0.36920884,0.35307014,0.4011544,0.302369,0.38702783
0.38702783,0.37277266,0.3603801,0.4011544,0.3093272,0.383464
0.383464,0.38702783,0.3603801,0.40836942,0.30584818,0.37990025
0.37990025,0.383464,0.3603801,0.4047619,0.302369,0.37990025
0.37990025,0.37990025,0.3603801,0.41197687,0.302369,0.383464
0.383464,0.36920884,0.35672516,0.4011544,0.30584818,0.37990025
0.37990025,0.37990025,0.3603801,0.40836942,0.302369,0.37633643
0.37633643,0.37633643,0.35672516,0.3975469,0.29888994,0.3585175
0.3585175,0.36920884,0.34210527,0.37590188,0.2814942,0.3513899
0.3513899,0.3478261,0.34210527,0.36868685,0.274536,0.33357093
0.33357093,0.3513899,0.32383037,0.34343433,0.25714034,0.3371347
0.3371347,0.32644334,0.3128655,0.34343433,0.26061958,0.3300071
0.3300071,0.34426233,0.32383037,0.35425687,0.25366122,0.3050606
0.3050606,0.3371347,0.30921054,0.3362193,0.22930741,0.32644334
0.32644334,0.30862436,0.2982456,0.33982682,0.25018203,0.3300071
0.3300071,0.31931576,0.30555552,0.34704185,0.25366122,0.34426233
0.34426233,0.3406985,0.3201754,0.35786438,0.26757765,0.3371347
0.3371347,0.3371347,0.31652045,0.35786438,0.26061958,0.3371347
0.3371347,0.34426233,0.31652045,0.36507934,0.26061958,0.3478261
0.3478261,0.3300071,0.32383037,0.35425687,0.27105683,0.3513899
0.3513899,0.3478261,0.32748538,0.37229437,0.274536,0.3478261
0.3478261,0.3585175,0.33114034,0.37590188,0.27105683,0.3406985
0.3406985,0.3478261,0.32383037,0.36507934,0.26409864,0.3513899
0.3513899,0.3478261,0.32383037,0.37229437,0.274536,0.34426233
0.34426233,0.34426233,0.32383037,0.36507934,0.26757765,0.3371347
0.3371347,0.3406985,0.31652045,0.35786438,0.26061958,0.31931576
0.31931576,0.3371347,0.3128655,0.34343433,0.24322379,0.3050606
0.3050606,0.31931576,0.29093564,0.32900435,0.22930741,0.3050606
0.3050606,0.30862436,0.28362572,0.3326118,0.22930741,0.29080543
0.29080543,0.3050606,0.28362572,0.3145743,0.21539068,0.2872416
0.2872416,0.2872416,0.26169586,0.3145743,0.2119118,0.31575194
0.31575194,0.29080543,0.29459065,0.3145743,0.23974478,0.3300071
0.3300071,0.32287952,0.30555552,0.34343433,0.25366122,0.33357093
0.33357093,0.32644334,0.3128655,0.35425687,0.25714034,0.31931576
0.31931576,0.3300071,0.30921054,0.34704185,0.24322379,0.31931576
0.31931576,0.32287952,0.2982456,0.34704185,0.24322379,0.32644334
0.32644334,0.32644334,0.30555552,0.35425687,0.25018203,0.32287952
0.32287952,0.32287952,0.30190057,0.35425687,0.24670297,0.32644334
0.32644334,0.32287952,0.30555552,0.35425687,0.25018203,0.3300071
0.3300071,0.32644334,0.30555552,0.35064936,0.25366122,0.32644334
0.32644334,0.3300071,0.30555552,0.35425687,0.25018203,0.3371347
0.3371347,0.3300071,0.30921054,0.35064936,0.26061958,0.3371347
0.3371347,0.3371347,0.3128655,0.36507934,0.26061958,0.34426233
0.34426233,0.3406985,0.3201754,0.36868685,0.26757765,0.3371347
0.3371347,0.3478261,0.3201754,0.36507934,0.26061958,0.3371347
0.3371347,0.3371347,0.30921054,0.35425687,0.26061958,0.3300071
0.3300071,0.3300071,0.30921054,0.35786438,0.25366122,0.3478261
0.3478261,0.31931576,0.32383037,0.35064936,0.27105683,0.34426233
0.34426233,0.3406985,0.32748538,0.36507934,0.26757765,0.36564508
0.36564508,0.3513899,0.33845025,0.37590188,0.28845257,0.34426233
0.34426233,0.36208126,0.3347953,0.35064936,0.26757765,0.34426233
0.34426233,0.3513899,0.32748538,0.37229437,0.26757765,0.28367785
0.28367785,0.32644334,0.2982456,0.2965368,0.20843261,0.28011402
0.28011402,0.26942268,0.26900584,0.2655123,0.20495343,0.2622951
0.2622951,0.28011402,0.26900584,0.2929293,0.18755782,0.2943692
0.2943692,0.27298644,0.27997077,0.30375183,0.21886986,0.2943692
0.2943692,0.2943692,0.27997077,0.32178932,0.21886986,0.2943692
0.2943692,0.3050606,0.27631575,0.32178932,0.21886986,0.29080543
0.29080543,0.3050606,0.27631575,0.32178932,0.21539068,0.297933
0.297933,0.29080543,0.26900584,0.3145743,0.22234905,0.28011402
0.28011402,0.29080543,0.26535088,0.30735928,0.20495343,0.2622951
0.2622951,0.27655026,0.2580409,0.2929293,0.18755782,0.26585886
0.26585886,0.2622951,0.25438595,0.2929293,0.19103682,0.27298644
0.27298644,0.26585886,0.24707603,0.2965368,0.19799525,0.27655026
0.27655026,0.27298644,0.26169586,0.30375183,0.20147431,0.2872416
0.2872416,0.28367785,0.2726608,0.3109668,0.2119118,0.30149677
0.30149677,0.29080543,0.27631575,0.32178932,0.22582823,0.3050606
0.3050606,0.3050606,0.28362572,0.32900435,0.22930741,0.30862436
0.30862436,0.30149677,0.28728068,0.3326118,0.23278642,0.31575194
0.31575194,0.31931576,0.29093564,0.33982682,0.23974478,0.31218818
0.31218818,0.31218818,0.29459065,0.33982682,0.23626566,0.32287952
0.32287952,0.31575194,0.29459065,0.34343433,0.24670297,0.3300071
0.3300071,0.33357093,0.30921054,0.35064936,0.25366122,0.3300071
0.3300071,0.31931576,0.30921054,0.35064936,0.25366122,0.3300071
0.3300071,0.3406985,0.3128655,0.35786438,0.25366122,0.31931576
0.31931576,0.31931576,0.30190057,0.34343433,0.24322379,0.31218818
0.31218818,0.33357093,0.30555552,0.34343433,0.23626566,0.32287952
0.32287952,0.32287952,0.30555552,0.34704185,0.24670297,0.31931576
0.31931576,0.33357093,0.30555552,0.34343433,0.24322379,0.31218818
0.31218818,0.32644334,0.30190057,0.34343433,0.23626566,0.3050606
0.3050606,0.32287952,0.2982456,0.3326118,0.22930741,0.297933
0.297933,0.30149677,0.29093564,0.32539684,0.22234905,0.297933
0.297933,0.29080543,0.27631575,0.32178932,0.22234905,0.31575194
0.31575194,0.297933,0.2982456,0.32900435,0.23974478,0.3300071
0.3300071,0.31575194,0.30921054,0.34704185,0.25366122,0.3371347
0.3371347,0.33357093,0.32748538,0.35786438,0.26061958,0.3371347
0.3371347,0.3371347,0.30921054,0.36868685,0.26061958,0.3300071
0.3300071,0.3371347,0.30921054,0.35786438,0.25366122,0.3478261
0.3478261,0.33357093,0.3201754,0.36147183,0.27105683,0.3513899
0.3513899,0.35495368,0.32748538,0.37229437,0.274536,0.3478261
0.3478261,0.3478261,0.33114034,0.37590188,0.27105683,0.3406985
0.3406985,0.35495368,0.33114034,0.37229437,0.26409864,0.3478261
0.3478261,0.3513899,0.32383037,0.37229437,0.27105683,0.3478261
0.3478261,0.3513899,0.32383037,0.37590188,0.27105683,0.3406985
0.3406985,0.3513899,0.32383037,0.37229437,0.26409864,0.3300071
0.3300071,0.3406985,0.3201754,0.35064936,0.25366122,0.3300071
0.3300071,0.3371347,0.32383037,0.36147183,0.25366122,0.3371347
0.3371347,0.3300071,0.3128655,0.36147183,0.26061958,0.34426233
0.34426233,0.34426233,0.31652045,0.36868685,0.26757765,0.32644334
0.32644334,0.34426233,0.3201754,0.35786438,0.25018203,0.32644334
0.32644334,0.3300071,0.30921054,0.35786438,0.25018203,0.3371347
0.3371347,0.33357093,0.31652045,0.35786438,0.26061958,0.3406985
0.3406985,0.3406985,0.31652045,0.36507934,0.26409864,0.33357093
0.33357093,0.3478261,0.3201754,0.36507934,0.25714034,0.3478261
0.3478261,0.3406985,0.32383037,0.36868685,0.27105683,0.36920884
0.36920884,0.3478261,0.34941518,0.37590188,0.29193163,0.36564508
0.36564508,0.37277266,0.34941518,0.39393938,0.28845257,0.36208126
0.36208126,0.36208126,0.33845025,0.3831169,0.28497338,0.39771917
0.39771917,0.36208126,0.37134498,0.39033186,0.31976455,0.40841058
0.40841058,0.401283,0.3896199,0.43001443,0.33020198,0.401283
0.401283,0.40484676,0.3823099,0.43001443,0.3232438,0.40841058
0.40841058,0.41197434,0.40058476,0.43722945,0.33020198,0.41910192
0.41910192,0.40841058,0.39327484,0.4408369,0.3406394,0.42266575
0.42266575,0.42266575,0.40423977,0.44805193,0.34411842,0.4333571
0.4333571,0.42979333,0.41520464,0.45887446,0.3545559,0.44048467
0.44048467,0.44048467,0.41885966,0.46608943,0.36151415,0.44761226
0.44761226,0.44761226,0.42251462,0.47330445,0.3684724,0.44761226
0.44761226,0.44761226,0.42616957,0.46248198,0.3684724,0.44761226
0.44761226,0.44761226,0.42251462,0.48051947,0.3684724,0.4333571
0.4333571,0.44048467,0.41885966,0.45526695,0.3545559,0.44761226
0.44761226,0.44761226,0.42251462,0.46608943,0.3684724,0.4440485
0.4440485,0.44048467,0.42251462,0.46608943,0.36499333,0.4440485
0.4440485,0.44761226,0.42251462,0.46608943,0.36499333,0.4440485
0.4440485,0.4440485,0.42251462,0.46608943,0.36499333,0.45117608
0.45117608,0.44048467,0.42616957,0.46969694,0.3719514,0.45473984
0.45473984,0.45473984,0.4334795,0.47691196,0.3754307,0.42979333
0.42979333,0.45473984,0.42982453,0.45526695,0.35107678,0.44048467
0.44048467,0.4333571,0.41885966,0.46248198,0.36151415,0.4369209
0.4369209,0.4262295,0.41520464,0.45887446,0.35803503,0.4369209
0.4369209,0.4440485,0.42982453,0.46969694,0.35803503,0.45473984
0.45473984,0.44761226,0.42982453,0.47330445,0.3754307,0.44761226
0.44761226,0.45473984,0.42982453,0.47691196,0.3684724,0.44761226
0.44761226,0.45473984,0.42982453,0.47330445,0.3684724,0.4440485
0.4440485,0.44761226,0.42251462,0.47330445,0.36499333,0.46186742
0.46186742,0.46186742,0.4371345,0.47691196,0.3823889,0.44761226
0.44761226,0.46186742,0.44078946,0.48051947,0.3684724,0.45473984
0.45473984,0.468995,0.44444442,0.48051947,0.3754307,0.45830366
0.45830366,0.46186742,0.44078946,0.48412699,0.37890977,0.46186742
0.46186742,0.44761226,0.44078946,0.48051947,0.3823889,0.49037775
0.49037775,0.468995,0.46637428,0.49494946,0.41022193,0.50463295
0.50463295,0.49750534,0.4809941,0.520202,0.42413837,0.49037775
0.49037775,0.49037775,0.49195904,0.5165945,0.41022193,0.486814
0.486814,0.49037775,0.47002923,0.5021645,0.40674275,0.49037775
0.49037775,0.48325017,0.46637428,0.49855697,0.41022193,0.5331433
0.5331433,0.5010692,0.5175438,0.5310245,0.45197135,0.5188881
0.5188881,0.5117605,0.499269,0.53823954,0.46816975,0.4796864
0.4796864,0.4796864,0.49195904,0.505772,0.4589507,0.49037775
0.49037775,0.4796864,0.48830408,0.512987,0.47006816,0.45830366
0.45830366,0.45830366,0.47002923,0.4877345,0.43671578,0.47255883
0.47255883,0.46186742,0.44809937,0.491342,0.45153904,0.468995
0.468995,0.46186742,0.4517544,0.49494946,0.4478333,0.48325017
0.48325017,0.4761226,0.46637428,0.5021645,0.4626565,0.48325017
0.48325017,0.48325017,0.4590643,0.5165945,0.4626565,0.50463295
0.50463295,0.486814,0.4809941,0.512987,0.48489136,0.47255883
0.47255883,0.49037775,0.47002923,0.5021645,0.45153904,0.468995
0.468995,0.47255883,0.46271926,0.49855697,0.4478333,0.45830366
0.45830366,0.468995,0.44444442,0.48412699,0.43671578,0.45830366
0.45830366,0.46186742,0.44078946,0.48051947,0.43671578,0.4440485
0.4440485,0.46186742,0.44078946,0.47330445,0.42189252,0.44048467
0.44048467,0.4440485,0.42251462,0.46248198,0.41818678,0.45473984
0.45473984,0.44761226,0.4334795,0.47691196,0.43301004,0.45473984
0.45473984,0.45473984,0.42982453,0.4877345,0.43301004,0.44048467
0.44048467,0.44048467,0.41520464,0.45526695,0.41818678,0.4262295
0.4262295,0.44048467,0.41885966,0.44805193,0.40336347,0.4333571
0.4333571,0.4262295,0.41520464,0.45526695,0.41077513,0.46186742
0.46186742,0.44048467,0.44444442,0.47330445,0.4404217,0.45830366
0.45830366,0.45830366,0.44078946,0.4877345,0.43671578,0.45830366
0.45830366,0.45117608,0.4371345,0.48412699,0.43671578,0.46543124
0.46543124,0.46543124,0.44444442,0.491342,0.44412744,0.46186742
0.46186742,0.468995,0.44444442,0.491342,0.4404217,0.49394158
0.49394158,0.46186742,0.47002923,0.49494946,0.47377402,0.486814
0.486814,0.486814,0.47002923,0.5165945,0.46636242,0.5081967
0.5081967,0.49394158,0.495614,0.5238095,0.48859727,0.49750534
0.49750534,0.5188881,0.495614,0.527417,0.47747982,0.486814
0.486814,0.5010692,0.48830408,0.5165945,0.46636242,0.5010692
0.5010692,0.5081967,0.48464912,0.520202,0.48118562,0.4796864
0.4796864,0.50463295,0.4809941,0.5093795,0.4589507,0.48325017
0.48325017,0.49037775,0.46637428,0.5021645,0.4626565,0.4761226
0.4761226,0.48325017,0.46637428,0.49494946,0.45524484,0.4796864
0.4796864,0.46186742,0.46637428,0.491342,0.4589507,0.50463295
0.50463295,0.4761226,0.5540936,0.5093795,0.48489136,0.5224519
0.5224519,0.5295795,0.5175438,0.54184705,0.5034206,0.486814
0.486814,0.50463295,0.495614,0.5165945,0.46636242,0.4796864
0.4796864,0.47255883,0.4736842,0.5021645,0.4589507,0.47255883
0.47255883,0.49037775,0.46637428,0.5021645,0.45153904,0.4796864
0.4796864,0.47255883,0.45540935,0.505772,0.4589507,0.4796864
0.4796864,0.486814,0.46271926,0.505772,0.4589507,0.48325017
0.48325017,0.47255883,0.4590643,0.505772,0.4626565,0.48325017
0.48325017,0.48325017,0.4590643,0.5165945,0.4626565,0.468995
0.468995,0.486814,0.46637428,0.49494946,0.4478333,0.47255883
0.47255883,0.46186742,0.45540935,0.49494946,0.45153904,0.4761226
0.4761226,0.468995,0.45540935,0.5021645,0.45524484,0.47255883
0.47255883,0.46543124,0.4517544,0.49855697,0.45153904,0.468995
0.468995,0.46543124,0.44809937,0.49494946,0.4478333,0.46186742
0.46186742,0.46186742,0.44444442,0.4877345,0.4404217,0.468995
0.468995,0.45830366,0.44444442,0.491342,0.4478333,0.468995
0.468995,0.46186742,0.4517544,0.49494946,0.4478333,0.4761226
0.4761226,0.468995,0.4517544,0.49855697,0.45524484,0.486814
0.486814,0.47255883,0.46637428,0.505772,0.46636242,0.4761226
0.4761226,0.4796864,0.4736842,0.5093795,0.45524484,0.48325017
0.48325017,0.4761226,0.46271926,0.5093795,0.4626565,0.50463295
0.50463295,0.486814,0.49195904,0.5165945,0.48489136,0.49394158
0.49394158,0.49750534,0.4736842,0.520202,0.47377402,0.49037775
0.49037775,0.5010692,0.47733915,0.512987,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.46637428,0.5238095,0.47006816,0.49037775
0.49037775,0.49037775,0.4809941,0.5165945,0.47006816,0.486814
0.486814,0.49394158,0.47733915,0.5165945,0.46636242,0.49750534
0.49750534,0.49037775,0.4736842,0.520202,0.47747982,0.51532435
0.51532435,0.49394158,0.49195904,0.527417,0.49600887,0.5081967
0.5081967,0.50463295,0.499269,0.53823954,0.48859727,0.52601564
0.52601564,0.50463295,0.5065789,0.527417,0.5071262,0.5331433
0.5331433,0.52601564,0.52119887,0.55627704,0.51453805,0.54739845
0.54739845,0.5331433,0.53216374,0.56349206,0.52936137,0.5509623
0.5509623,0.5545261,0.53947365,0.5707071,0.533067,0.5616536
0.5616536,0.5509623,0.53947365,0.58152956,0.54418445,0.5509623
0.5509623,0.55808985,0.53947365,0.57792205,0.533067,0.54739845
0.54739845,0.5438347,0.53216374,0.5707071,0.52936137,0.54739845
0.54739845,0.5402709,0.53216374,0.57431453,0.52936137,0.5402709
0.5402709,0.54739845,0.5248538,0.5707071,0.5219495,0.5402709
0.5402709,0.5331433,0.52119887,0.56349206,0.5219495,0.5545261
0.5545261,0.54739845,0.5358187,0.57431453,0.53677285,0.5616536
0.5616536,0.55808985,0.53947365,0.58513707,0.54418445,0.56878126
0.56878126,0.5509623,0.54678357,0.58513707,0.55159616,0.59016395
0.59016395,0.572345,0.5687134,0.5959596,0.5738311,0.5972916
0.5972916,0.5866002,0.57602334,0.61760455,0.5812427,0.61154675
0.61154675,0.5972916,0.5906433,0.62121207,0.5960659,0.5830364
0.5830364,0.607983,0.58698833,0.61760455,0.56641936,0.5866002
0.5866002,0.5866002,0.5687134,0.6031746,0.5701252,0.572345
0.572345,0.5830364,0.5687134,0.60678214,0.5553019,0.5866002
0.5866002,0.5830364,0.5687134,0.61399704,0.5701252,0.572345
0.572345,0.56878126,0.5687134,0.6031746,0.5553019,0.57947266
0.57947266,0.572345,0.56505847,0.5995671,0.5627135,0.5866002
0.5866002,0.59016395,0.5687134,0.61038965,0.5701252,0.5866002
0.5866002,0.59016395,0.57602334,0.61760455,0.5701252,0.5866002
0.5866002,0.5937278,0.5723684,0.61399704,0.5701252,0.59016395
0.59016395,0.5937278,0.57602334,0.62121207,0.5738311,0.6044191
0.6044191,0.5972916,0.5906433,0.6284271,0.5886543,0.6044191
0.6044191,0.61154675,0.5906433,0.6284271,0.5886543,0.6044191
0.6044191,0.6044191,0.5833334,0.6392496,0.5886543,0.6044191
0.6044191,0.5972916,0.5906433,0.6284271,0.5886543,0.6044191
0.6044191,0.607983,0.5906433,0.6320346,0.5886543,0.6044191
0.6044191,0.5937278,0.5833334,0.6284271,0.5886543,0.6044191
0.6044191,0.607983,0.5906433,0.6284271,0.5886543,0.607983
0.607983,0.61154675,0.5906433,0.6356421,0.59236014,0.607983
0.607983,0.61154675,0.5906433,0.6320346,0.59236014,0.60085535
0.60085535,0.60085535,0.58698833,0.6320346,0.58494854,0.5972916
0.5972916,0.6044191,0.5833334,0.6248196,0.5812427,0.5972916
0.5972916,0.59016395,0.5796783,0.61760455,0.5812427,0.5972916
0.5972916,0.59016395,0.5796783,0.6248196,0.5812427,0.5972916
0.5972916,0.5972916,0.57602334,0.6320346,0.5812427,0.5759088
0.5759088,0.59016395,0.5723684,0.5995671,0.55900776,0.57947266
0.57947266,0.5759088,0.55774856,0.5923521,0.5627135,0.5759088
0.5759088,0.56878126,0.5614035,0.5923521,0.55900776,0.59016395
0.59016395,0.56878126,0.5687134,0.5995671,0.5738311,0.57947266
0.57947266,0.56878126,0.56505847,0.6031746,0.5627135,0.57947266
0.57947266,0.5759088,0.5614035,0.61038965,0.5627135,0.5830364
0.5830364,0.5866002,0.56505847,0.61038965,0.56641936,0.5830364
0.5830364,0.5759088,0.56505847,0.61038965,0.56641936,0.5830364
0.5830364,0.5830364,0.5614035,0.60678214,0.56641936,0.5866002
0.5866002,0.572345,0.5687134,0.60678214,0.5701252,0.5830364
0.5830364,0.59016395,0.5687134,0.61399704,0.56641936,0.5972916
0.5972916,0.5866002,0.57602334,0.61760455,0.5812427,0.60085535
0.60085535,0.5972916,0.5796783,0.6248196,0.58494854,0.60085535
0.60085535,0.60085535,0.5796783,0.6356421,0.58494854,0.6151105
0.6151105,0.60085535,0.5979532,0.6284271,0.59977174,0.6186743
0.6186743,0.6186743,0.6089181,0.65007216,0.6034776,0.6044191
0.6044191,0.6293657,0.6089181,0.6392496,0.5886543,0.5866002
0.5866002,0.607983,0.58698833,0.61760455,0.5701252,0.59016395
0.59016395,0.5830364,0.57602334,0.61399704,0.5738311,0.6044191
0.6044191,0.5972916,0.5906433,0.6284271,0.5886543,0.6151105
0.6151105,0.6186743,0.6089181,0.6392496,0.59977174,0.6400571
0.6400571,0.62223816,0.6345029,0.65367967,0.6257124,0.6364933
0.6364933,0.6471846,0.627193,0.6645022,0.62200665,0.6186743
0.6186743,0.6471846,0.627193,0.65007216,0.6034776,0.607983
0.607983,0.6258019,0.6052631,0.64285713,0.59236014,0.60085535
0.60085535,0.62223816,0.60160816,0.6320346,0.58494854,0.59016395
0.59016395,0.60085535,0.5906433,0.6248196,0.5738311,0.59016395
0.59016395,0.59016395,0.5796783,0.62121207,0.5738311,0.6186743
0.6186743,0.5972916,0.6052631,0.6248196,0.6034776,0.6364933
0.6364933,0.6293657,0.61988306,0.6608947,0.62200665,0.62223816
0.62223816,0.6364933,0.6162281,0.65367967,0.60718334,0.6258019
0.6258019,0.6293657,0.612573,0.65367967,0.6108892,0.6400571
0.6400571,0.6364933,0.627193,0.6645022,0.6257124,0.64362085
0.64362085,0.6471846,0.627193,0.6681096,0.62941825,0.6400571
0.6400571,0.6400571,0.623538,0.6645022,0.6257124,0.6258019
0.6258019,0.6400571,0.627193,0.6608947,0.6108892,0.6258019
0.6258019,0.6364933,0.6162281,0.6572872,0.6108892,0.63292944
0.63292944,0.63292944,0.61988306,0.6572872,0.6183007,0.63292944
0.63292944,0.6400571,0.63084793,0.6681096,0.6183007,0.6471846
0.6471846,0.6471846,0.6345029,0.67893213,0.63312423,0.63292944
0.63292944,0.65431225,0.6345029,0.6681096,0.6183007,0.63292944
0.63292944,0.6471846,0.627193,0.6645022,0.6183007,0.6792588
0.6792588,0.6400571,0.6600877,0.6753246,0.6664765,0.66500366
0.66500366,0.6792588,0.6710526,0.7005772,0.6516532,0.65431225
0.65431225,0.6685674,0.64912283,0.68975466,0.6405357,0.6471846
0.6471846,0.6614398,0.64912283,0.68253964,0.63312423,0.6828226
0.6828226,0.657876,0.66374266,0.6933622,0.6701822,0.6721312
0.6721312,0.68638635,0.6710526,0.7041847,0.6590649,0.68638635
0.68638635,0.6721312,0.6673976,0.7041847,0.67388797,0.68638635
0.68638635,0.6899501,0.67470753,0.71500725,0.67388797,0.6685674
0.6685674,0.68638635,0.6673976,0.7005772,0.655359,0.6721312
0.6721312,0.6685674,0.65643275,0.7041847,0.6590649,0.64362085
0.64362085,0.6685674,0.64912283,0.6753246,0.62941825,0.6721312
0.6721312,0.65431225,0.6673976,0.67893213,0.6590649,0.7148967
0.7148967,0.6721312,0.70760226,0.7077922,0.7035346,0.68638635
0.68638635,0.7148967,0.70760226,0.72222215,0.67388797,0.6792588
0.6792588,0.69707775,0.6783626,0.71139973,0.6664765,0.7255881
0.7255881,0.68638635,0.70760226,0.72222215,0.71465194,0.7220243
0.7220243,0.71846044,0.71125734,0.75468975,0.7109462,0.7220243
0.7220243,0.7362795,0.71856725,0.75108224,0.7109462,0.7113329
0.7113329,0.72915184,0.71125734,0.7402597,0.69982874,0.7469709
0.7469709,0.7042053,0.7295321,0.7330447,0.73688686,0.7469709
0.7469709,0.743407,0.7295321,0.7619048,0.73688686,0.7042053
0.7042053,0.7362795,0.7295321,0.7402597,0.69241714,0.7042053
0.7042053,0.7042053,0.6856725,0.7402597,0.69241714,0.7220243
0.7220243,0.72915184,0.7149123,0.75468975,0.7109462,0.7540984
0.7540984,0.7327156,0.73684204,0.7655123,0.7442986,0.7647898
0.7647898,0.7576622,0.76242685,0.7835497,0.75541604,0.7647898
0.7647898,0.7540984,0.7587719,0.78715724,0.75541604,0.8111191
0.8111191,0.77191734,0.7953216,0.8051948,0.8035917,0.8182467
0.8182467,0.8111191,0.8026316,0.8448773,0.8110033,0.80399156
0.80399156,0.80399156,0.8135965,0.8412698,0.79618,0.84675705
0.84675705,0.7968639,0.84283626,0.83405477,0.84064984,0.864576
0.864576,0.84675705,0.85380113,0.8845598,0.8591789,0.8859587
0.8859587,0.8538846,0.87207603,0.8881673,0.8814138,0.8752674
0.8752674,0.8752674,0.8684211,0.8845598,0.87029636,0.9073415
0.9073415,0.8752674,0.9122807,0.9098124,0.9036486,0.9073415
0.9073415,0.88952255,0.90497077,0.9206349,0.9036486,0.95367074
0.95367074,0.9251604,0.9524853,0.9494949,0.9518243,0.95367074
0.95367074,0.95367074,0.95979536,0.9567099,0.9518243,0.95367074
0.95367074,0.95367074,0.94152045,0.9927849,0.9518243,0.95367074
0.95367074,0.95367074,0.94152045,0.9927849,0.9518243,0.9607984
0.9607984,0.95367074,0.9561403,0.978355,0.959236,0.96436214
0.96436214,0.9679259,0.95979536,0.9927849,0.96294177,0.9607984
0.9607984,0.9607984,0.9634503,0.9855699,0.959236,0.9607984
0.9607984,0.9607984,0.94883037,0.99999994,0.959236,0.94297945
0.94297945,0.9607984,0.9634503,0.96753246,0.94070685,0.8930863
0.8930863,0.94297945,0.93421054,0.92424244,0.88882554,0.88952255
0.88952255,0.8823949,0.87938595,0.89177483,0.8851197,0.8752674
0.8752674,0.88952255,0.8830409,0.9062049,0.87029636,0.8752674
0.8752674,0.8752674,0.87207603,0.9098124,0.87029636,0.8752674
0.8752674,0.8752674,0.864766,0.9062049,0.87029636,0.8717035
0.8717035,0.8752674,0.864766,0.90259737,0.8665905,0.8717035
0.8717035,0.8717035,0.8684211,0.89898986,0.8665905,0.8717035
0.8717035,0.8717035,0.8684211,0.9098124,0.8665905,0.9037777
0.9037777,0.8752674,0.9086257,0.9134199,0.8999429,0.9180329
0.9180329,0.91090524,0.9122807,0.9458874,0.9147662,0.9180329
0.9180329,0.9180329,0.9122807,0.9458874,0.9147662,0.9037777
0.9037777,0.9251604,0.91593564,0.92784995,0.8999429,0.8930863
0.8930863,0.91090524,0.89766085,0.9134199,0.88882554,0.88952255
0.88952255,0.88952255,0.8830409,0.9170274,0.8851197,0.9251604
0.9251604,0.8966501,0.9122807,0.93145746,0.9221778,0.9358518
0.9358518,0.9180329,0.9269005,0.9531024,0.93329537,0.9180329
0.9180329,0.9394156,0.9269005,0.9494949,0.9147662,0.9180329
0.9180329,0.9180329,0.92324555,0.9567099,0.9147662,0.9037777
0.9037777,0.9180329,0.9086257,0.9134199,0.8999429,0.864576
0.864576,0.8930863,0.8830409,0.90259737,0.8591789,0.88952255
0.88952255,0.8610122,0.875731,0.8881673,0.8851197,0.87883115
0.87883115,0.8823949,0.8830409,0.9134199,0.8740022,0.8752674
0.8752674,0.88952255,0.875731,0.9098124,0.87029636,0.8717035
0.8717035,0.84675705,0.86111104,0.8773449,0.8665905,0.8431932
0.8431932,0.828938,0.84283626,0.85930735,0.8369442,0.91090524
0.91090524,0.8503208,0.89766085,0.8881673,0.9073545,0.9037777
0.9037777,0.91090524,0.89766085,0.93145746,0.8999429,0.8930863
0.8930863,0.8823949,0.8903508,0.9062049,0.88882554,0.9073415
